Hugo_Symbol,submitter_id,expression
PREX2,TCGA-AA-A02H,-2.1163
PTPN13,TCGA-AA-A02H,-0.4874
PTPRT,TCGA-AA-A02H,0.3312
RNF213,TCGA-AA-A02H,0.5677
RNF43,TCGA-AA-A02H,0.5351
ROBO2,TCGA-AA-A02H,0.5454
ROS1,TCGA-AA-A02H,-0.3317
SMAD4,TCGA-AA-A02H,-0.3524
TCF7L2,TCGA-AA-A02H,0.4634
TNC,TCGA-AA-A02H,-0.8639
TP53,TCGA-AA-A02H,-0.2911
TRRAP,TCGA-AA-A02H,0.4309
ZFHX3,TCGA-AA-A02H,0.5875
ACVR2A,TCGA-AA-A02J,-0.3515
AKAP9,TCGA-AA-A02J,0.7541
ANK1,TCGA-AA-A02J,-1.2485
APC,TCGA-AA-A02J,-0.0668
ARID1A,TCGA-AA-A02J,-0.7664
ATM,TCGA-AA-A02J,0.0031
ATRX,TCGA-AA-A02J,1.2232
BCL9,TCGA-AA-A02J,0.6238
BCL9L,TCGA-AA-A02J,-0.4745
BCORL1,TCGA-AA-A02J,0.9785
BIRC6,TCGA-AA-A02J,0.1241
BRAF,TCGA-AA-A02J,0.7506
BRCA2,TCGA-AA-A02J,0.7176
CARD11,TCGA-AA-A02J,1.1235
CDH10,TCGA-AA-A02J,
CDH4,TCGA-AA-A02J,0.4131
CNTNAP2,TCGA-AA-A02J,-0.0483
CREBBP,TCGA-AA-A02J,0.1366
CSMD3,TCGA-AA-A02J,-1.1649
CTNNA2,TCGA-AA-A02J,-0.8762
DCC,TCGA-AA-A02J,
ERBB4,TCGA-AA-A02J,-1.258
FAM123B,TCGA-AA-A02J,1.6864
FAM47C,TCGA-AA-A02J,
FAT1,TCGA-AA-A02J,-0.094
FAT3,TCGA-AA-A02J,-0.6669
FAT4,TCGA-AA-A02J,-1.304
FBXW7,TCGA-AA-A02J,0.8214
GRIN2A,TCGA-AA-A02J,-1.2027
KRAS,TCGA-AA-A02J,-0.7848
LRP1B,TCGA-AA-A02J,-0.4858
MLL3,TCGA-AA-A02J,0.8556
MLL4,TCGA-AA-A02J,0.4618
MUC16,TCGA-AA-A02J,-0.6069
MYH11,TCGA-AA-A02J,-1.1322
NBEA,TCGA-AA-A02J,-2.3217
PIK3CA,TCGA-AA-A02J,-0.4094
PREX2,TCGA-AA-A02J,-1.0012
PTPN13,TCGA-AA-A02J,-1.9598
PTPRT,TCGA-AA-A02J,-1.8123
RNF213,TCGA-AA-A02J,-0.984
RNF43,TCGA-AA-A02J,0.6391
ROBO2,TCGA-AA-A02J,0.5047
ROS1,TCGA-AA-A02J,-1.3388
SMAD4,TCGA-AA-A02J,-0.5592
TCF7L2,TCGA-AA-A02J,-0.4288
TNC,TCGA-AA-A02J,-1.7251
TP53,TCGA-AA-A02J,0.1853
TRRAP,TCGA-AA-A02J,1.117
ZFHX3,TCGA-AA-A02J,-0.003
ACVR2A,TCGA-AA-A02O,-1.7985
AKAP9,TCGA-AA-A02O,-0.5578
ANK1,TCGA-AA-A02O,1.119
APC,TCGA-AA-A02O,-0.5548
ARID1A,TCGA-AA-A02O,0.4942
ATM,TCGA-AA-A02O,-1.1662
ATRX,TCGA-AA-A02O,-0.4209
BCL9,TCGA-AA-A02O,0.3567
BCL9L,TCGA-AA-A02O,0.7809
BCORL1,TCGA-AA-A02O,-0.4961
BIRC6,TCGA-AA-A02O,-1.1849
BRAF,TCGA-AA-A02O,-0.9053
BRCA2,TCGA-AA-A02O,-1.4525
CARD11,TCGA-AA-A02O,-0.7587
CDH10,TCGA-AA-A02O,
CDH4,TCGA-AA-A02O,-1.3192
CNTNAP2,TCGA-AA-A02O,0.815
CREBBP,TCGA-AA-A02O,-0.5848
CSMD3,TCGA-AA-A02O,-1.1649
CTNNA2,TCGA-AA-A02O,-0.3403
DCC,TCGA-AA-A02O,
ERBB4,TCGA-AA-A02O,-1.258
FAM123B,TCGA-AA-A02O,1.3443
FAM47C,TCGA-AA-A02O,
FAT1,TCGA-AA-A02O,-0.0714
FAT3,TCGA-AA-A02O,-1.0043
FAT4,TCGA-AA-A02O,-1.6477
FBXW7,TCGA-AA-A02O,-0.699
GRIN2A,TCGA-AA-A02O,-1.0129
KRAS,TCGA-AA-A02O,-1.0457
LRP1B,TCGA-AA-A02O,-1.1856
MLL3,TCGA-AA-A02O,-0.8359
MLL4,TCGA-AA-A02O,1.3296
MUC16,TCGA-AA-A02O,-0.925
MYH11,TCGA-AA-A02O,-0.8762
NBEA,TCGA-AA-A02O,-0.0573
PIK3CA,TCGA-AA-A02O,-2.1268
PREX2,TCGA-AA-A02O,-0.8673
PTPN13,TCGA-AA-A02O,0.1846
PTPRT,TCGA-AA-A02O,-0.3749
RNF213,TCGA-AA-A02O,-0.8833
RNF43,TCGA-AA-A02O,1.9624
ROBO2,TCGA-AA-A02O,0.2952
ROS1,TCGA-AA-A02O,-0.9879
SMAD4,TCGA-AA-A02O,-1.1436
TCF7L2,TCGA-AA-A02O,-2.6267
TNC,TCGA-AA-A02O,-1.2091
TP53,TCGA-AA-A02O,0.9792
TRRAP,TCGA-AA-A02O,0.6717
ZFHX3,TCGA-AA-A02O,-0.232
ACVR2A,TCGA-AA-A02R,-0.8531
AKAP9,TCGA-AA-A02R,-0.0558
ANK1,TCGA-AA-A02R,2.0446
APC,TCGA-AA-A02R,0.7102
ARID1A,TCGA-AA-A02R,1.4801
ATM,TCGA-AA-A02R,-0.5822
ATRX,TCGA-AA-A02R,0.1411
BCL9,TCGA-AA-A02R,-0.4181
BCL9L,TCGA-AA-A02R,1.09
BCORL1,TCGA-AA-A02R,2.0911
BIRC6,TCGA-AA-A02R,0.0335
BRAF,TCGA-AA-A02R,-0.0738
BRCA2,TCGA-AA-A02R,0.556
CARD11,TCGA-AA-A02R,-0.0763
CDH10,TCGA-AA-A02R,
CDH4,TCGA-AA-A02R,-0.6151
CNTNAP2,TCGA-AA-A02R,0.3372
CREBBP,TCGA-AA-A02R,1.9885
CSMD3,TCGA-AA-A02R,-1.1649
CTNNA2,TCGA-AA-A02R,-0.8441
DCC,TCGA-AA-A02R,
ERBB4,TCGA-AA-A02R,-1.258
FAM123B,TCGA-AA-A02R,1.0605
FAM47C,TCGA-AA-A02R,
FAT1,TCGA-AA-A02R,1.7744
FAT3,TCGA-AA-A02R,0.0418
FAT4,TCGA-AA-A02R,-0.9654
FBXW7,TCGA-AA-A02R,-0.3767
GRIN2A,TCGA-AA-A02R,-0.3474
KRAS,TCGA-AA-A02R,0.7242
LRP1B,TCGA-AA-A02R,-1.1856
MLL3,TCGA-AA-A02R,0.0094
MLL4,TCGA-AA-A02R,0.3995
MUC16,TCGA-AA-A02R,3.0718
MYH11,TCGA-AA-A02R,-0.1541
NBEA,TCGA-AA-A02R,-0.658
PIK3CA,TCGA-AA-A02R,0.4447
PREX2,TCGA-AA-A02R,0.279
PTPN13,TCGA-AA-A02R,0.9521
PTPRT,TCGA-AA-A02R,-1.8123
RNF213,TCGA-AA-A02R,3.2684
RNF43,TCGA-AA-A02R,-2.3567
ROBO2,TCGA-AA-A02R,-1.7747
ROS1,TCGA-AA-A02R,-1.3388
SMAD4,TCGA-AA-A02R,1.4371
TCF7L2,TCGA-AA-A02R,0.0006
TNC,TCGA-AA-A02R,0.0284
TP53,TCGA-AA-A02R,1.3365
TRRAP,TCGA-AA-A02R,1.0312
ZFHX3,TCGA-AA-A02R,-0.2077
ACVR2A,TCGA-AA-A02W,-0.3138
AKAP9,TCGA-AA-A02W,1.2645
ANK1,TCGA-AA-A02W,-0.5305
APC,TCGA-AA-A02W,0.4094
ARID1A,TCGA-AA-A02W,0.0634
ATM,TCGA-AA-A02W,2.1023
ATRX,TCGA-AA-A02W,2.0255
BCL9,TCGA-AA-A02W,0.4351
BCL9L,TCGA-AA-A02W,-0.2595
BCORL1,TCGA-AA-A02W,1.0236
BIRC6,TCGA-AA-A02W,0.6238
BRAF,TCGA-AA-A02W,-0.3819
BRCA2,TCGA-AA-A02W,1.3916
CARD11,TCGA-AA-A02W,0.1628
CDH10,TCGA-AA-A02W,
CDH4,TCGA-AA-A02W,1.1038
CNTNAP2,TCGA-AA-A02W,0.7741
CREBBP,TCGA-AA-A02W,0.7901
CSMD3,TCGA-AA-A02W,-0.4979
CTNNA2,TCGA-AA-A02W,-0.4663
DCC,TCGA-AA-A02W,
ERBB4,TCGA-AA-A02W,-1.258
FAM123B,TCGA-AA-A02W,0.7038
FAM47C,TCGA-AA-A02W,
FAT1,TCGA-AA-A02W,-1.2421
FAT3,TCGA-AA-A02W,0.588
FAT4,TCGA-AA-A02W,0.1927
FBXW7,TCGA-AA-A02W,-0.4314
GRIN2A,TCGA-AA-A02W,-0.4011
KRAS,TCGA-AA-A02W,0.8524
LRP1B,TCGA-AA-A02W,-0.4354
MLL3,TCGA-AA-A02W,0.8779
MLL4,TCGA-AA-A02W,-0.9537
MUC16,TCGA-AA-A02W,0.0192
MYH11,TCGA-AA-A02W,0.071
NBEA,TCGA-AA-A02W,0.1446
PIK3CA,TCGA-AA-A02W,0.5359
PREX2,TCGA-AA-A02W,-0.6882
PTPN13,TCGA-AA-A02W,0.3866
PTPRT,TCGA-AA-A02W,-1.4062
RNF213,TCGA-AA-A02W,0.1474
RNF43,TCGA-AA-A02W,0.7252
ROBO2,TCGA-AA-A02W,-0.0825
ROS1,TCGA-AA-A02W,3.0243
SMAD4,TCGA-AA-A02W,1.3032
TCF7L2,TCGA-AA-A02W,-0.6447
TNC,TCGA-AA-A02W,-0.785
TP53,TCGA-AA-A02W,-2.2735
TRRAP,TCGA-AA-A02W,0.1871
ZFHX3,TCGA-AA-A02W,0.592
ACVR2A,TCGA-AA-A03F,-0.7597
AKAP9,TCGA-AA-A03F,-1.7562
ANK1,TCGA-AA-A03F,0.2613
APC,TCGA-AA-A03F,0.1406
ARID1A,TCGA-AA-A03F,0.5769
ATM,TCGA-AA-A03F,-2.8239
ATRX,TCGA-AA-A03F,-2.5936
BCL9,TCGA-AA-A03F,-0.3311
BCL9L,TCGA-AA-A03F,1.433
BCORL1,TCGA-AA-A03F,0.2489
BIRC6,TCGA-AA-A03F,-1.3027
BRAF,TCGA-AA-A03F,-3.029
BRCA2,TCGA-AA-A03F,-2.6291
CARD11,TCGA-AA-A03F,-0.5373
CDH10,TCGA-AA-A03F,
CDH4,TCGA-AA-A03F,-1.3192
CNTNAP2,TCGA-AA-A03F,-0.9139
CREBBP,TCGA-AA-A03F,0.893
CSMD3,TCGA-AA-A03F,-1.1649
CTNNA2,TCGA-AA-A03F,-1.2278
DCC,TCGA-AA-A03F,
ERBB4,TCGA-AA-A03F,-1.258
FAM123B,TCGA-AA-A03F,-0.2363
FAM47C,TCGA-AA-A03F,
FAT1,TCGA-AA-A03F,1.027
FAT3,TCGA-AA-A03F,-0.7479
FAT4,TCGA-AA-A03F,-0.7182
FBXW7,TCGA-AA-A03F,0.1001
GRIN2A,TCGA-AA-A03F,-1.3662
KRAS,TCGA-AA-A03F,-1.1812
LRP1B,TCGA-AA-A03F,-1.1856
MLL3,TCGA-AA-A03F,-0.5182
MLL4,TCGA-AA-A03F,1.6693
MUC16,TCGA-AA-A03F,-1.0807
MYH11,TCGA-AA-A03F,-0.1262
NBEA,TCGA-AA-A03F,0.0073
PIK3CA,TCGA-AA-A03F,-3.2472
PREX2,TCGA-AA-A03F,-2.1163
PTPN13,TCGA-AA-A03F,0.5418
PTPRT,TCGA-AA-A03F,-1.8123
RNF213,TCGA-AA-A03F,0.0373
RNF43,TCGA-AA-A03F,0.5527
ROBO2,TCGA-AA-A03F,-0.2781
ROS1,TCGA-AA-A03F,-1.3388
SMAD4,TCGA-AA-A03F,-0.6024
TCF7L2,TCGA-AA-A03F,1.9885
TNC,TCGA-AA-A03F,-0.6073
TP53,TCGA-AA-A03F,0.375
TRRAP,TCGA-AA-A03F,-0.074
ZFHX3,TCGA-AA-A03F,0.2047
ACVR2A,TCGA-AA-A03J,-1.4209
AKAP9,TCGA-AA-A03J,-0.6698
ANK1,TCGA-AA-A03J,0.7018
APC,TCGA-AA-A03J,-0.8011
ARID1A,TCGA-AA-A03J,0.0562
ATM,TCGA-AA-A03J,-1.6622
ATRX,TCGA-AA-A03J,-1.5947
BCL9,TCGA-AA-A03J,-0.0776
BCL9L,TCGA-AA-A03J,0.6502
BCORL1,TCGA-AA-A03J,0.5997
BIRC6,TCGA-AA-A03J,0.0639
BRAF,TCGA-AA-A03J,-1.6299
BRCA2,TCGA-AA-A03J,-0.7838
CARD11,TCGA-AA-A03J,-0.0091
CDH10,TCGA-AA-A03J,
CDH4,TCGA-AA-A03J,1.6848
CNTNAP2,TCGA-AA-A03J,0.733
CREBBP,TCGA-AA-A03J,1.1873
CSMD3,TCGA-AA-A03J,0.3662
CTNNA2,TCGA-AA-A03J,0.1031
DCC,TCGA-AA-A03J,
ERBB4,TCGA-AA-A03J,-1.258
FAM123B,TCGA-AA-A03J,0.6789
FAM47C,TCGA-AA-A03J,
FAT1,TCGA-AA-A03J,1.0901
FAT3,TCGA-AA-A03J,-0.1489
FAT4,TCGA-AA-A03J,-0.0159
FBXW7,TCGA-AA-A03J,-0.0107
GRIN2A,TCGA-AA-A03J,-0.3645
KRAS,TCGA-AA-A03J,-1.3839
LRP1B,TCGA-AA-A03J,-1.1856
MLL3,TCGA-AA-A03J,-0.1202
MLL4,TCGA-AA-A03J,1.5533
MUC16,TCGA-AA-A03J,0.8984
MYH11,TCGA-AA-A03J,-0.3403
NBEA,TCGA-AA-A03J,-1.2597
PIK3CA,TCGA-AA-A03J,-1.4837
PREX2,TCGA-AA-A03J,-0.2558
PTPN13,TCGA-AA-A03J,0.378
PTPRT,TCGA-AA-A03J,-0.5871
RNF213,TCGA-AA-A03J,0.4765
RNF43,TCGA-AA-A03J,0.7792
ROBO2,TCGA-AA-A03J,1.5275
ROS1,TCGA-AA-A03J,-0.4692
SMAD4,TCGA-AA-A03J,-0.6712
TCF7L2,TCGA-AA-A03J,-0.3265
TNC,TCGA-AA-A03J,0.4747
TP53,TCGA-AA-A03J,0.9094
TRRAP,TCGA-AA-A03J,1.0164
ZFHX3,TCGA-AA-A03J,0.0042
ACVR2A,TCGA-AY-4070,0.8581
AKAP9,TCGA-AY-4070,1.7611
ANK1,TCGA-AY-4070,-0.085
APC,TCGA-AY-4070,0.0729
ARID1A,TCGA-AY-4070,0.166
ATM,TCGA-AY-4070,0.6203
ATRX,TCGA-AY-4070,0.0445
BCL9,TCGA-AY-4070,0.9752
BCL9L,TCGA-AY-4070,1.7824
BCORL1,TCGA-AY-4070,2.5884
BIRC6,TCGA-AY-4070,-0.7453
BRAF,TCGA-AY-4070,1.3527
BRCA2,TCGA-AY-4070,0.151
CARD11,TCGA-AY-4070,-0.5221
CDH10,TCGA-AY-4070,
CDH4,TCGA-AY-4070,0.9301
CNTNAP2,TCGA-AY-4070,0.7639
CREBBP,TCGA-AY-4070,-0.2879
CSMD3,TCGA-AY-4070,0.4326
CTNNA2,TCGA-AY-4070,-0.7974
DCC,TCGA-AY-4070,
ERBB4,TCGA-AY-4070,-1.1732
FAM123B,TCGA-AY-4070,0.3605
FAM47C,TCGA-AY-4070,
FAT1,TCGA-AY-4070,-1.6218
FAT3,TCGA-AY-4070,-0.3921
FAT4,TCGA-AY-4070,0.464
FBXW7,TCGA-AY-4070,0.255
GRIN2A,TCGA-AY-4070,-1.0486
KRAS,TCGA-AY-4070,-0.4107
LRP1B,TCGA-AY-4070,-1.1856
MLL3,TCGA-AY-4070,-1.4799
MLL4,TCGA-AY-4070,-0.0707
MUC16,TCGA-AY-4070,-0.0002
MYH11,TCGA-AY-4070,0.0725
NBEA,TCGA-AY-4070,-0.4182
PIK3CA,TCGA-AY-4070,0.5608
PREX2,TCGA-AY-4070,0.145
PTPN13,TCGA-AY-4070,-0.542
PTPRT,TCGA-AY-4070,-0.4287
RNF213,TCGA-AY-4070,-0.1207
RNF43,TCGA-AY-4070,-1.6067
ROBO2,TCGA-AY-4070,1.1948
ROS1,TCGA-AY-4070,0.1325
SMAD4,TCGA-AY-4070,-0.9613
TCF7L2,TCGA-AY-4070,-0.3259
TNC,TCGA-AY-4070,-0.4172
TP53,TCGA-AY-4070,0.4912
TRRAP,TCGA-AY-4070,2.5949
ZFHX3,TCGA-AY-4070,1.1995
ACVR2A,TCGA-AY-4071,-0.0966
AKAP9,TCGA-AY-4071,0.6749
ANK1,TCGA-AY-4071,0.3311
APC,TCGA-AY-4071,0.1244
ARID1A,TCGA-AY-4071,-0.933
ATM,TCGA-AY-4071,-0.205
ATRX,TCGA-AY-4071,0.1661
BCL9,TCGA-AY-4071,-1.2272
BCL9L,TCGA-AY-4071,-0.4379
BCORL1,TCGA-AY-4071,-0.0951
BIRC6,TCGA-AY-4071,-0.7725
BRAF,TCGA-AY-4071,-0.393
BRCA2,TCGA-AY-4071,-1.0928
CARD11,TCGA-AY-4071,-0.2618
CDH10,TCGA-AY-4071,
CDH4,TCGA-AY-4071,-1.3192
CNTNAP2,TCGA-AY-4071,-0.2813
CREBBP,TCGA-AY-4071,-0.1426
CSMD3,TCGA-AY-4071,-0.266
CTNNA2,TCGA-AY-4071,-1.2278
DCC,TCGA-AY-4071,
ERBB4,TCGA-AY-4071,-1.258
FAM123B,TCGA-AY-4071,-0.1089
FAM47C,TCGA-AY-4071,
FAT1,TCGA-AY-4071,-1.2343
FAT3,TCGA-AY-4071,-1.0267
FAT4,TCGA-AY-4071,0.8306
FBXW7,TCGA-AY-4071,-0.5637
GRIN2A,TCGA-AY-4071,-0.1781
KRAS,TCGA-AY-4071,-0.4799
LRP1B,TCGA-AY-4071,0.2594
MLL3,TCGA-AY-4071,0.1669
MLL4,TCGA-AY-4071,-0.0524
MUC16,TCGA-AY-4071,-1.0807
MYH11,TCGA-AY-4071,-0.0026
NBEA,TCGA-AY-4071,-0.0416
PIK3CA,TCGA-AY-4071,0.0084
PREX2,TCGA-AY-4071,-0.5766
PTPN13,TCGA-AY-4071,-0.0166
PTPRT,TCGA-AY-4071,0.4566
RNF213,TCGA-AY-4071,0.265
RNF43,TCGA-AY-4071,0.321
ROBO2,TCGA-AY-4071,0.5091
ROS1,TCGA-AY-4071,0.5735
SMAD4,TCGA-AY-4071,0.1739
TCF7L2,TCGA-AY-4071,-0.5712
TNC,TCGA-AY-4071,-0.3068
TP53,TCGA-AY-4071,0.3509
TRRAP,TCGA-AY-4071,-0.463
ZFHX3,TCGA-AY-4071,0.0371
ACVR2A,TCGA-AZ-4308,-2.5047
AKAP9,TCGA-AZ-4308,-4.1035
ANK1,TCGA-AZ-4308,-0.9728
APC,TCGA-AZ-4308,-4.7513
ARID1A,TCGA-AZ-4308,-0.9159
ATM,TCGA-AZ-4308,-3.2754
ATRX,TCGA-AZ-4308,-2.5831
BCL9,TCGA-AZ-4308,-2.2062
BCL9L,TCGA-AZ-4308,0.3361
BCORL1,TCGA-AZ-4308,-0.9554
BIRC6,TCGA-AZ-4308,-1.9664
BRAF,TCGA-AZ-4308,-4.8017
BRCA2,TCGA-AZ-4308,-1.7848
CARD11,TCGA-AZ-4308,1.394
CDH10,TCGA-AZ-4308,
CDH4,TCGA-AZ-4308,0.2836
CNTNAP2,TCGA-AZ-4308,0.3495
CREBBP,TCGA-AZ-4308,-0.8116
CSMD3,TCGA-AZ-4308,-1.1649
CTNNA2,TCGA-AZ-4308,-0.537
DCC,TCGA-AZ-4308,
ERBB4,TCGA-AZ-4308,-1.258
FAM123B,TCGA-AZ-4308,-0.5721
FAM47C,TCGA-AZ-4308,
FAT1,TCGA-AZ-4308,-1.2222
FAT3,TCGA-AZ-4308,0.3951
FAT4,TCGA-AZ-4308,0.2802
FBXW7,TCGA-AZ-4308,-2.9256
GRIN2A,TCGA-AZ-4308,-1.3662
KRAS,TCGA-AZ-4308,-4.1044
LRP1B,TCGA-AZ-4308,-1.1856
MLL3,TCGA-AZ-4308,-3.0213
MLL4,TCGA-AZ-4308,0.1965
MUC16,TCGA-AZ-4308,0.5269
MYH11,TCGA-AZ-4308,0.3994
NBEA,TCGA-AZ-4308,-0.5803
PIK3CA,TCGA-AZ-4308,-3.2412
PREX2,TCGA-AZ-4308,-1.0997
PTPN13,TCGA-AZ-4308,-0.7586
PTPRT,TCGA-AZ-4308,1.6297
RNF213,TCGA-AZ-4308,-0.4251
RNF43,TCGA-AZ-4308,0.0837
ROBO2,TCGA-AZ-4308,0.2313
ROS1,TCGA-AZ-4308,-0.6304
SMAD4,TCGA-AZ-4308,-2.5973
TCF7L2,TCGA-AZ-4308,-1.6753
TNC,TCGA-AZ-4308,1.175
TP53,TCGA-AZ-4308,0.2663
TRRAP,TCGA-AZ-4308,-0.7924
ZFHX3,TCGA-AZ-4308,-2.2877
ACVR2A,TCGA-AZ-4681,-0.7058
AKAP9,TCGA-AZ-4681,-1.6934
ANK1,TCGA-AZ-4681,-1.1573
APC,TCGA-AZ-4681,-4.4151
ARID1A,TCGA-AZ-4681,-1.4256
ATM,TCGA-AZ-4681,-2.5241
ATRX,TCGA-AZ-4681,-3.5706
BCL9,TCGA-AZ-4681,-1.3166
BCL9L,TCGA-AZ-4681,-0.4995
BCORL1,TCGA-AZ-4681,-1.5446
BIRC6,TCGA-AZ-4681,-2.3432
BRAF,TCGA-AZ-4681,-2.2278
BRCA2,TCGA-AZ-4681,-0.9269
CARD11,TCGA-AZ-4681,-1.9025
CDH10,TCGA-AZ-4681,
CDH4,TCGA-AZ-4681,-1.3192
CNTNAP2,TCGA-AZ-4681,-0.2996
CREBBP,TCGA-AZ-4681,-1.0326
CSMD3,TCGA-AZ-4681,-0.1871
CTNNA2,TCGA-AZ-4681,0.0403
DCC,TCGA-AZ-4681,
ERBB4,TCGA-AZ-4681,-1.258
FAM123B,TCGA-AZ-4681,-1.6785
FAM47C,TCGA-AZ-4681,
FAT1,TCGA-AZ-4681,-0.219
FAT3,TCGA-AZ-4681,-0.2729
FAT4,TCGA-AZ-4681,-1.2302
FBXW7,TCGA-AZ-4681,-2.5846
GRIN2A,TCGA-AZ-4681,-1.3662
KRAS,TCGA-AZ-4681,-1.7927
LRP1B,TCGA-AZ-4681,-0.1015
MLL3,TCGA-AZ-4681,-2.1768
MLL4,TCGA-AZ-4681,-0.3483
MUC16,TCGA-AZ-4681,-0.6161
MYH11,TCGA-AZ-4681,-1.7902
NBEA,TCGA-AZ-4681,-2.5933
PIK3CA,TCGA-AZ-4681,-1.9294
PREX2,TCGA-AZ-4681,-2.1163
PTPN13,TCGA-AZ-4681,-0.9457
PTPRT,TCGA-AZ-4681,-1.8123
RNF213,TCGA-AZ-4681,-2.2956
RNF43,TCGA-AZ-4681,-0.6159
ROBO2,TCGA-AZ-4681,-0.6719
ROS1,TCGA-AZ-4681,0.2223
SMAD4,TCGA-AZ-4681,-0.7083
TCF7L2,TCGA-AZ-4681,-1.7585
TNC,TCGA-AZ-4681,-1.5256
TP53,TCGA-AZ-4681,0.3469
TRRAP,TCGA-AZ-4681,-0.9381
ZFHX3,TCGA-AZ-4681,-1.7455
ACVR2A,TCGA-CM-4746,-0.2775
AKAP9,TCGA-CM-4746,-2.535
ANK1,TCGA-CM-4746,-1.5201
APC,TCGA-CM-4746,-3.29
ARID1A,TCGA-CM-4746,-1.1716
ATM,TCGA-CM-4746,-1.842
ATRX,TCGA-CM-4746,-1.5722
BCL9,TCGA-CM-4746,-0.3284
BCL9L,TCGA-CM-4746,-2.0518
BCORL1,TCGA-CM-4746,-1.3402
BIRC6,TCGA-CM-4746,-2.1312
BRAF,TCGA-CM-4746,0.4456
BRCA2,TCGA-CM-4746,-1.6731
CARD11,TCGA-CM-4746,-1.7079
CDH10,TCGA-CM-4746,
CDH4,TCGA-CM-4746,-1.3192
CNTNAP2,TCGA-CM-4746,0.1653
CREBBP,TCGA-CM-4746,-1.3186
CSMD3,TCGA-CM-4746,-1.1649
CTNNA2,TCGA-CM-4746,0.2011
DCC,TCGA-CM-4746,
ERBB4,TCGA-CM-4746,-0.0315
FAM123B,TCGA-CM-4746,-1.5938
FAM47C,TCGA-CM-4746,
FAT1,TCGA-CM-4746,-0.9193
FAT3,TCGA-CM-4746,-2.42
FAT4,TCGA-CM-4746,-2.008
FBXW7,TCGA-CM-4746,-1.4601
GRIN2A,TCGA-CM-4746,0.1792
KRAS,TCGA-CM-4746,-1.2096
LRP1B,TCGA-CM-4746,0.2229
MLL3,TCGA-CM-4746,-2.8826
MLL4,TCGA-CM-4746,-0.6432
MUC16,TCGA-CM-4746,-0.7925
MYH11,TCGA-CM-4746,-1.5786
NBEA,TCGA-CM-4746,0.1936
PIK3CA,TCGA-CM-4746,-1.3241
PREX2,TCGA-CM-4746,-2.1163
PTPN13,TCGA-CM-4746,-0.1783
PTPRT,TCGA-CM-4746,-1.8123
RNF213,TCGA-CM-4746,-0.9268
RNF43,TCGA-CM-4746,-0.5731
ROBO2,TCGA-CM-4746,1.1783
ROS1,TCGA-CM-4746,-0.8099
SMAD4,TCGA-CM-4746,0.8188
TCF7L2,TCGA-CM-4746,0.0784
TNC,TCGA-CM-4746,-0.7816
TP53,TCGA-CM-4746,0.81
TRRAP,TCGA-CM-4746,-2.0053
ZFHX3,TCGA-CM-4746,-2.6155
ACVR2A,TCGA-CM-4748,0.179
AKAP9,TCGA-CM-4748,-0.1041
ANK1,TCGA-CM-4748,2.1161
APC,TCGA-CM-4748,1.0823
ARID1A,TCGA-CM-4748,-0.6435
ATM,TCGA-CM-4748,-0.8945
ATRX,TCGA-CM-4748,0.0781
BCL9,TCGA-CM-4748,-0.4278
BCL9L,TCGA-CM-4748,0.1777
BCORL1,TCGA-CM-4748,1.1887
BIRC6,TCGA-CM-4748,-1.5988
BRAF,TCGA-CM-4748,-1.3082
BRCA2,TCGA-CM-4748,0.7423
CARD11,TCGA-CM-4748,-0.0444
CDH10,TCGA-CM-4748,
CDH4,TCGA-CM-4748,4.2574
CNTNAP2,TCGA-CM-4748,0.7649
CREBBP,TCGA-CM-4748,-0.9366
CSMD3,TCGA-CM-4748,4.4338
CTNNA2,TCGA-CM-4748,1.0853
DCC,TCGA-CM-4748,
ERBB4,TCGA-CM-4748,-1.258
FAM123B,TCGA-CM-4748,0.1168
FAM47C,TCGA-CM-4748,
FAT1,TCGA-CM-4748,-1.7668
FAT3,TCGA-CM-4748,4.6568
FAT4,TCGA-CM-4748,0.7127
FBXW7,TCGA-CM-4748,-1.392
GRIN2A,TCGA-CM-4748,5.049
KRAS,TCGA-CM-4748,-0.8719
LRP1B,TCGA-CM-4748,2.7909
MLL3,TCGA-CM-4748,-0.5252
MLL4,TCGA-CM-4748,-1.0251
MUC16,TCGA-CM-4748,3.1655
MYH11,TCGA-CM-4748,1.1377
NBEA,TCGA-CM-4748,-2.5933
PIK3CA,TCGA-CM-4748,-2.6144
PREX2,TCGA-CM-4748,2.1641
PTPN13,TCGA-CM-4748,0.1232
PTPRT,TCGA-CM-4748,4.7153
RNF213,TCGA-CM-4748,0.0354
RNF43,TCGA-CM-4748,-0.0284
ROBO2,TCGA-CM-4748,0.2283
ROS1,TCGA-CM-4748,-1.3388
SMAD4,TCGA-CM-4748,0.4378
TCF7L2,TCGA-CM-4748,0.5548
TNC,TCGA-CM-4748,0.3741
TP53,TCGA-CM-4748,0.9568
TRRAP,TCGA-CM-4748,-1.2805
ZFHX3,TCGA-CM-4748,1.4682
ACVR2A,TCGA-CM-4750,-0.6575
AKAP9,TCGA-CM-4750,-1.3149
ANK1,TCGA-CM-4750,-0.8898
APC,TCGA-CM-4750,-1.5222
ARID1A,TCGA-CM-4750,-0.9006
ATM,TCGA-CM-4750,-0.6774
ATRX,TCGA-CM-4750,-0.5117
BCL9,TCGA-CM-4750,-0.8304
BCL9L,TCGA-CM-4750,0.1878
BCORL1,TCGA-CM-4750,0.214
