Hugo_Symbol,submitter_id,expression
ATRX,TCGA-D5-6922,0.7673
BCL9,TCGA-D5-6922,1.7244
BCL9L,TCGA-D5-6922,0.8893
BCORL1,TCGA-D5-6922,0.9832
BIRC6,TCGA-D5-6922,1.2246
BRAF,TCGA-D5-6922,1.2493
BRCA2,TCGA-D5-6922,0.2679
CARD11,TCGA-D5-6922,-0.2886
CDH10,TCGA-D5-6922,-1.5957
CDH4,TCGA-D5-6922,-0.8478
CNTNAP2,TCGA-D5-6922,0.5608
CREBBP,TCGA-D5-6922,1.8563
CSMD3,TCGA-D5-6922,-1.1649
CTNNA2,TCGA-D5-6922,0.0916
DCC,TCGA-D5-6922,-1.1137
ERBB4,TCGA-D5-6922,-0.3402
FAM123B,TCGA-D5-6922,1.1674
FAM47C,TCGA-D5-6922,-1.3237
FAT1,TCGA-D5-6922,1.2378
FAT3,TCGA-D5-6922,0.9046
FAT4,TCGA-D5-6922,1.6575
FBXW7,TCGA-D5-6922,0.5751
GRIN2A,TCGA-D5-6922,1.1176
KRAS,TCGA-D5-6922,-0.7442
LRP1B,TCGA-D5-6922,-0.7059
MLL3,TCGA-D5-6922,1.3977
MLL4,TCGA-D5-6922,0.9629
MUC16,TCGA-D5-6922,-0.1072
MYH11,TCGA-D5-6922,2.0148
NBEA,TCGA-D5-6922,1.0602
PIK3CA,TCGA-D5-6922,0.9345
PREX2,TCGA-D5-6922,1.448
PTPN13,TCGA-D5-6922,-0.6054
PTPRT,TCGA-D5-6922,0.9722
RNF213,TCGA-D5-6922,1.0472
RNF43,TCGA-D5-6922,0.3251
ROBO2,TCGA-D5-6922,0.9163
ROS1,TCGA-D5-6922,2.7018
SMAD4,TCGA-D5-6922,-0.6513
TCF7L2,TCGA-D5-6922,-1.6242
TNC,TCGA-D5-6922,1.3904
TP53,TCGA-D5-6922,0.4625
TRRAP,TCGA-D5-6922,1.8415
ZFHX3,TCGA-D5-6922,1.688
ACVR2A,TCGA-D5-6923,-0.6327
AKAP9,TCGA-D5-6923,0.0626
ANK1,TCGA-D5-6923,1.5941
APC,TCGA-D5-6923,0.2488
ARID1A,TCGA-D5-6923,-0.1305
ATM,TCGA-D5-6923,0.2373
ATRX,TCGA-D5-6923,1.1939
BCL9,TCGA-D5-6923,0.064
BCL9L,TCGA-D5-6923,1.1865
BCORL1,TCGA-D5-6923,1.3098
BIRC6,TCGA-D5-6923,0.972
BRAF,TCGA-D5-6923,1.4873
BRCA2,TCGA-D5-6923,0.5248
CARD11,TCGA-D5-6923,-0.4214
CDH10,TCGA-D5-6923,-1.5957
CDH4,TCGA-D5-6923,0.9068
CNTNAP2,TCGA-D5-6923,1.3083
CREBBP,TCGA-D5-6923,0.7477
CSMD3,TCGA-D5-6923,-0.7313
CTNNA2,TCGA-D5-6923,-1.1093
DCC,TCGA-D5-6923,-1.1618
ERBB4,TCGA-D5-6923,-0.4061
FAM123B,TCGA-D5-6923,1.9865
FAM47C,TCGA-D5-6923,-1.3237
FAT1,TCGA-D5-6923,1.6534
FAT3,TCGA-D5-6923,1.3407
FAT4,TCGA-D5-6923,1.4696
FBXW7,TCGA-D5-6923,0.646
GRIN2A,TCGA-D5-6923,-0.0255
KRAS,TCGA-D5-6923,-0.4422
LRP1B,TCGA-D5-6923,-0.744
MLL3,TCGA-D5-6923,1.1608
MLL4,TCGA-D5-6923,0.7467
MUC16,TCGA-D5-6923,0.9373
MYH11,TCGA-D5-6923,0.2014
NBEA,TCGA-D5-6923,-0.4795
PIK3CA,TCGA-D5-6923,0.7519
PREX2,TCGA-D5-6923,1.8085
PTPN13,TCGA-D5-6923,0.2049
PTPRT,TCGA-D5-6923,-0.3238
RNF213,TCGA-D5-6923,0.866
RNF43,TCGA-D5-6923,0.1222
ROBO2,TCGA-D5-6923,0.819
ROS1,TCGA-D5-6923,0.7726
SMAD4,TCGA-D5-6923,-0.3124
TCF7L2,TCGA-D5-6923,-0.9752
TNC,TCGA-D5-6923,1.8068
TP53,TCGA-D5-6923,0.4746
TRRAP,TCGA-D5-6923,1.5672
ZFHX3,TCGA-D5-6923,0.6471
ACVR2A,TCGA-D5-6924,-0.7192
AKAP9,TCGA-D5-6924,0.7256
ANK1,TCGA-D5-6924,0.3821
APC,TCGA-D5-6924,-0.1577
ARID1A,TCGA-D5-6924,0.5513
ATM,TCGA-D5-6924,0.7011
ATRX,TCGA-D5-6924,1.9137
BCL9,TCGA-D5-6924,0.9453
BCL9L,TCGA-D5-6924,-0.0627
BCORL1,TCGA-D5-6924,1.2835
BIRC6,TCGA-D5-6924,1.4269
BRAF,TCGA-D5-6924,1.1328
BRCA2,TCGA-D5-6924,0.8313
CARD11,TCGA-D5-6924,-0.2161
CDH10,TCGA-D5-6924,-1.5957
CDH4,TCGA-D5-6924,-0.5408
CNTNAP2,TCGA-D5-6924,-0.0341
CREBBP,TCGA-D5-6924,0.4929
CSMD3,TCGA-D5-6924,-1.1649
CTNNA2,TCGA-D5-6924,2.7096
DCC,TCGA-D5-6924,0.437
ERBB4,TCGA-D5-6924,-1.258
FAM123B,TCGA-D5-6924,2.5641
FAM47C,TCGA-D5-6924,-1.3237
FAT1,TCGA-D5-6924,1.6217
FAT3,TCGA-D5-6924,1.1577
FAT4,TCGA-D5-6924,1.5515
FBXW7,TCGA-D5-6924,1.5934
GRIN2A,TCGA-D5-6924,-0.7395
KRAS,TCGA-D5-6924,-0.5094
LRP1B,TCGA-D5-6924,-1.1856
MLL3,TCGA-D5-6924,1.1896
MLL4,TCGA-D5-6924,0.539
MUC16,TCGA-D5-6924,0.2874
MYH11,TCGA-D5-6924,1.0289
NBEA,TCGA-D5-6924,0.0859
PIK3CA,TCGA-D5-6924,0.9219
PREX2,TCGA-D5-6924,1.7679
PTPN13,TCGA-D5-6924,-0.1001
PTPRT,TCGA-D5-6924,0.725
RNF213,TCGA-D5-6924,1.3575
RNF43,TCGA-D5-6924,1.2361
ROBO2,TCGA-D5-6924,0.4125
ROS1,TCGA-D5-6924,0.4272
SMAD4,TCGA-D5-6924,-0.2239
TCF7L2,TCGA-D5-6924,-2.1767
TNC,TCGA-D5-6924,1.3728
TP53,TCGA-D5-6924,-0.1832
TRRAP,TCGA-D5-6924,1.0182
ZFHX3,TCGA-D5-6924,0.0558
ACVR2A,TCGA-D5-6926,0.3167
AKAP9,TCGA-D5-6926,0.5855
ANK1,TCGA-D5-6926,-0.4455
APC,TCGA-D5-6926,-0.4413
ARID1A,TCGA-D5-6926,0.8452
ATM,TCGA-D5-6926,0.8958
ATRX,TCGA-D5-6926,0.9921
BCL9,TCGA-D5-6926,0.2214
BCL9L,TCGA-D5-6926,0.4432
BCORL1,TCGA-D5-6926,0.8834
BIRC6,TCGA-D5-6926,1.3285
BRAF,TCGA-D5-6926,0.2576
BRCA2,TCGA-D5-6926,0.2803
CARD11,TCGA-D5-6926,-0.6919
CDH10,TCGA-D5-6926,-1.5957
CDH4,TCGA-D5-6926,0.6259
CNTNAP2,TCGA-D5-6926,0.7934
CREBBP,TCGA-D5-6926,1.1169
CSMD3,TCGA-D5-6926,-1.1649
CTNNA2,TCGA-D5-6926,-1.2877
DCC,TCGA-D5-6926,-0.5042
ERBB4,TCGA-D5-6926,-0.6573
FAM123B,TCGA-D5-6926,1.1723
FAM47C,TCGA-D5-6926,-1.3237
FAT1,TCGA-D5-6926,0.0228
FAT3,TCGA-D5-6926,1.1634
FAT4,TCGA-D5-6926,0.3892
FBXW7,TCGA-D5-6926,0.406
GRIN2A,TCGA-D5-6926,0.0424
KRAS,TCGA-D5-6926,-1.1849
LRP1B,TCGA-D5-6926,-1.1856
MLL3,TCGA-D5-6926,0.6163
MLL4,TCGA-D5-6926,0.826
MUC16,TCGA-D5-6926,-0.4103
MYH11,TCGA-D5-6926,1.5065
NBEA,TCGA-D5-6926,0.4436
PIK3CA,TCGA-D5-6926,0.6352
PREX2,TCGA-D5-6926,0.314
PTPN13,TCGA-D5-6926,1.1653
PTPRT,TCGA-D5-6926,-0.5689
RNF213,TCGA-D5-6926,0.749
RNF43,TCGA-D5-6926,0.4837
ROBO2,TCGA-D5-6926,-0.3964
ROS1,TCGA-D5-6926,-1.0156
SMAD4,TCGA-D5-6926,-0.1522
TCF7L2,TCGA-D5-6926,-1.3696
TNC,TCGA-D5-6926,2.0849
TP53,TCGA-D5-6926,0.0481
TRRAP,TCGA-D5-6926,0.843
ZFHX3,TCGA-D5-6926,0.9632
ACVR2A,TCGA-D5-6927,-0.4563
AKAP9,TCGA-D5-6927,-0.3046
ANK1,TCGA-D5-6927,0.0599
APC,TCGA-D5-6927,0.1595
ARID1A,TCGA-D5-6927,0.9826
ATM,TCGA-D5-6927,-0.3442
ATRX,TCGA-D5-6927,-0.4247
BCL9,TCGA-D5-6927,-0.2447
BCL9L,TCGA-D5-6927,0.6558
BCORL1,TCGA-D5-6927,-0.1167
BIRC6,TCGA-D5-6927,-0.7564
BRAF,TCGA-D5-6927,-0.2829
BRCA2,TCGA-D5-6927,0.0876
CARD11,TCGA-D5-6927,-0.1737
CDH10,TCGA-D5-6927,-1.5957
CDH4,TCGA-D5-6927,-0.6334
CNTNAP2,TCGA-D5-6927,0.1244
CREBBP,TCGA-D5-6927,-0.172
CSMD3,TCGA-D5-6927,-1.1649
CTNNA2,TCGA-D5-6927,-0.8117
DCC,TCGA-D5-6927,-1.7203
ERBB4,TCGA-D5-6927,-1.258
FAM123B,TCGA-D5-6927,-0.1151
FAM47C,TCGA-D5-6927,-1.3237
FAT1,TCGA-D5-6927,1.9768
FAT3,TCGA-D5-6927,0.5925
FAT4,TCGA-D5-6927,-0.4425
FBXW7,TCGA-D5-6927,0.5403
GRIN2A,TCGA-D5-6927,-0.8141
KRAS,TCGA-D5-6927,-0.6287
LRP1B,TCGA-D5-6927,-1.1856
MLL3,TCGA-D5-6927,0.2245
MLL4,TCGA-D5-6927,0.5686
MUC16,TCGA-D5-6927,-0.7793
MYH11,TCGA-D5-6927,0.5603
NBEA,TCGA-D5-6927,-0.268
PIK3CA,TCGA-D5-6927,-0.1229
PREX2,TCGA-D5-6927,0.4212
PTPN13,TCGA-D5-6927,1.2202
PTPRT,TCGA-D5-6927,-1.2532
RNF213,TCGA-D5-6927,1.2034
RNF43,TCGA-D5-6927,-0.4892
ROBO2,TCGA-D5-6927,-0.7527
ROS1,TCGA-D5-6927,0.4595
SMAD4,TCGA-D5-6927,0.57
TCF7L2,TCGA-D5-6927,-0.8685
TNC,TCGA-D5-6927,1.8065
TP53,TCGA-D5-6927,0.2077
TRRAP,TCGA-D5-6927,0.5219
ZFHX3,TCGA-D5-6927,-0.8444
ACVR2A,TCGA-D5-6928,-1.4954
AKAP9,TCGA-D5-6928,0.9003
ANK1,TCGA-D5-6928,1.5052
APC,TCGA-D5-6928,0.839
ARID1A,TCGA-D5-6928,1.4886
ATM,TCGA-D5-6928,1.8833
ATRX,TCGA-D5-6928,0.5604
BCL9,TCGA-D5-6928,-1.5018
BCL9L,TCGA-D5-6928,1.3505
BCORL1,TCGA-D5-6928,-0.3976
BIRC6,TCGA-D5-6928,1.2131
BRAF,TCGA-D5-6928,0.847
BRCA2,TCGA-D5-6928,0.0257
CARD11,TCGA-D5-6928,1.28
CDH10,TCGA-D5-6928,0.0281
CDH4,TCGA-D5-6928,-0.0572
CNTNAP2,TCGA-D5-6928,-1.3853
CREBBP,TCGA-D5-6928,1.3634
CSMD3,TCGA-D5-6928,-1.1649
CTNNA2,TCGA-D5-6928,-0.7689
DCC,TCGA-D5-6928,2.9735
ERBB4,TCGA-D5-6928,-1.258
FAM123B,TCGA-D5-6928,0.3394
FAM47C,TCGA-D5-6928,-1.3237
FAT1,TCGA-D5-6928,0.0557
FAT3,TCGA-D5-6928,0.8171
FAT4,TCGA-D5-6928,0.8127
FBXW7,TCGA-D5-6928,2.0671
GRIN2A,TCGA-D5-6928,1.3585
KRAS,TCGA-D5-6928,-0.3058
LRP1B,TCGA-D5-6928,-0.2244
MLL3,TCGA-D5-6928,0.9837
MLL4,TCGA-D5-6928,2.0513
MUC16,TCGA-D5-6928,2.8667
MYH11,TCGA-D5-6928,0.9529
NBEA,TCGA-D5-6928,0.464
PIK3CA,TCGA-D5-6928,0.5854
PREX2,TCGA-D5-6928,1.4391
PTPN13,TCGA-D5-6928,0.123
PTPRT,TCGA-D5-6928,1.2562
RNF213,TCGA-D5-6928,3.358
RNF43,TCGA-D5-6928,-1.9747
ROBO2,TCGA-D5-6928,-0.5544
ROS1,TCGA-D5-6928,-0.2999
SMAD4,TCGA-D5-6928,1.481
TCF7L2,TCGA-D5-6928,-0.7057
TNC,TCGA-D5-6928,0.8679
TP53,TCGA-D5-6928,-0.1196
TRRAP,TCGA-D5-6928,0.7695
ZFHX3,TCGA-D5-6928,-0.4209
ACVR2A,TCGA-D5-6929,0.3463
AKAP9,TCGA-D5-6929,0.6673
ANK1,TCGA-D5-6929,-0.6777
APC,TCGA-D5-6929,-0.1276
ARID1A,TCGA-D5-6929,-0.6307
ATM,TCGA-D5-6929,0.5372
ATRX,TCGA-D5-6929,-0.5969
BCL9,TCGA-D5-6929,-0.3645
BCL9L,TCGA-D5-6929,-1.0382
BCORL1,TCGA-D5-6929,0.4575
BIRC6,TCGA-D5-6929,0.4818
BRAF,TCGA-D5-6929,0.0447
BRCA2,TCGA-D5-6929,-0.3371
CARD11,TCGA-D5-6929,1.3313
CDH10,TCGA-D5-6929,-1.5957
CDH4,TCGA-D5-6929,0.2445
CNTNAP2,TCGA-D5-6929,0.1743
CREBBP,TCGA-D5-6929,-0.4103
CSMD3,TCGA-D5-6929,-1.1649
CTNNA2,TCGA-D5-6929,-0.6448
DCC,TCGA-D5-6929,1.5085
ERBB4,TCGA-D5-6929,-1.258
FAM123B,TCGA-D5-6929,0.9493
FAM47C,TCGA-D5-6929,0.386
FAT1,TCGA-D5-6929,-0.9212
FAT3,TCGA-D5-6929,1.1586
FAT4,TCGA-D5-6929,-0.8469
FBXW7,TCGA-D5-6929,1.038
GRIN2A,TCGA-D5-6929,-0.1072
KRAS,TCGA-D5-6929,-0.0555
LRP1B,TCGA-D5-6929,-1.1856
MLL3,TCGA-D5-6929,-0.3505
MLL4,TCGA-D5-6929,-0.0937
MUC16,TCGA-D5-6929,0.3284
MYH11,TCGA-D5-6929,-0.5951
NBEA,TCGA-D5-6929,-0.2632
PIK3CA,TCGA-D5-6929,-0.5465
PREX2,TCGA-D5-6929,-0.9934
PTPN13,TCGA-D5-6929,-0.7813
PTPRT,TCGA-D5-6929,-0.837
RNF213,TCGA-D5-6929,-0.5629
RNF43,TCGA-D5-6929,-0.2268
ROBO2,TCGA-D5-6929,-0.4647
ROS1,TCGA-D5-6929,-0.9159
SMAD4,TCGA-D5-6929,-0.9819
TCF7L2,TCGA-D5-6929,-2.504
TNC,TCGA-D5-6929,-0.5165
TP53,TCGA-D5-6929,0.5917
TRRAP,TCGA-D5-6929,-0.2277
ZFHX3,TCGA-D5-6929,-0.5785
ACVR2A,TCGA-D5-6930,-0.0595
AKAP9,TCGA-D5-6930,-0.8982
ANK1,TCGA-D5-6930,2.1184
APC,TCGA-D5-6930,0.3547
ARID1A,TCGA-D5-6930,0.4501
ATM,TCGA-D5-6930,-0.7849
ATRX,TCGA-D5-6930,-0.5222
BCL9,TCGA-D5-6930,-1.0231
BCL9L,TCGA-D5-6930,-0.8606
BCORL1,TCGA-D5-6930,-0.2928
BIRC6,TCGA-D5-6930,-0.533
BRAF,TCGA-D5-6930,-1.7297
BRCA2,TCGA-D5-6930,-0.1788
CARD11,TCGA-D5-6930,0.991
CDH10,TCGA-D5-6930,0.4274
CDH4,TCGA-D5-6930,-1.3192
CNTNAP2,TCGA-D5-6930,0.6734
CREBBP,TCGA-D5-6930,-0.0016
CSMD3,TCGA-D5-6930,-0.4668
CTNNA2,TCGA-D5-6930,-0.0819
DCC,TCGA-D5-6930,-0.2058
ERBB4,TCGA-D5-6930,-0.4867
FAM123B,TCGA-D5-6930,-0.5076
FAM47C,TCGA-D5-6930,-1.3237
FAT1,TCGA-D5-6930,0.0413
FAT3,TCGA-D5-6930,-0.5513
FAT4,TCGA-D5-6930,0.6834
FBXW7,TCGA-D5-6930,-0.2761
GRIN2A,TCGA-D5-6930,0.6306
KRAS,TCGA-D5-6930,-0.7738
LRP1B,TCGA-D5-6930,0.6813
MLL3,TCGA-D5-6930,-0.6211
MLL4,TCGA-D5-6930,-0.463
MUC16,TCGA-D5-6930,-0.5634
MYH11,TCGA-D5-6930,0.8746
NBEA,TCGA-D5-6930,0.6649
PIK3CA,TCGA-D5-6930,-0.3074
PREX2,TCGA-D5-6930,0.5047
PTPN13,TCGA-D5-6930,1.1065
PTPRT,TCGA-D5-6930,0.0575
RNF213,TCGA-D5-6930,-0.0728
RNF43,TCGA-D5-6930,-1.9266
ROBO2,TCGA-D5-6930,-0.1504
ROS1,TCGA-D5-6930,-0.9238
SMAD4,TCGA-D5-6930,0.3072
TCF7L2,TCGA-D5-6930,-1.0186
TNC,TCGA-D5-6930,1.2982
TP53,TCGA-D5-6930,0.703
TRRAP,TCGA-D5-6930,0.3527
ZFHX3,TCGA-D5-6930,-0.1018
ACVR2A,TCGA-D5-6931,-1.2553
AKAP9,TCGA-D5-6931,0.2205
ANK1,TCGA-D5-6931,0.1696
APC,TCGA-D5-6931,0.8809
ARID1A,TCGA-D5-6931,1.2571
ATM,TCGA-D5-6931,0.2619
ATRX,TCGA-D5-6931,1.337
BCL9,TCGA-D5-6931,-0.0745
BCL9L,TCGA-D5-6931,0.7066
BCORL1,TCGA-D5-6931,0.9447
BIRC6,TCGA-D5-6931,0.602
BRAF,TCGA-D5-6931,0.7425
BRCA2,TCGA-D5-6931,0.9084
CARD11,TCGA-D5-6931,-0.0159
CDH10,TCGA-D5-6931,-1.5957
CDH4,TCGA-D5-6931,-0.3068
CNTNAP2,TCGA-D5-6931,-1.0265
CREBBP,TCGA-D5-6931,0.763
CSMD3,TCGA-D5-6931,-0.1534
CTNNA2,TCGA-D5-6931,-1.0459
DCC,TCGA-D5-6931,0.3604
ERBB4,TCGA-D5-6931,-1.258
FAM123B,TCGA-D5-6931,2.0533
FAM47C,TCGA-D5-6931,-1.3237
FAT1,TCGA-D5-6931,2.6049
FAT3,TCGA-D5-6931,0.7071
FAT4,TCGA-D5-6931,0.5102
FBXW7,TCGA-D5-6931,0.8322
GRIN2A,TCGA-D5-6931,-0.2839
KRAS,TCGA-D5-6931,0.9836
LRP1B,TCGA-D5-6931,-1.1856
MLL3,TCGA-D5-6931,0.536
MLL4,TCGA-D5-6931,1.1773
MUC16,TCGA-D5-6931,-0.4898
MYH11,TCGA-D5-6931,0.3317
NBEA,TCGA-D5-6931,0.019
PIK3CA,TCGA-D5-6931,0.5579
PREX2,TCGA-D5-6931,0.552
PTPN13,TCGA-D5-6931,0.9252
PTPRT,TCGA-D5-6931,0.2505
RNF213,TCGA-D5-6931,1.7113
RNF43,TCGA-D5-6931,-0.0786
ROBO2,TCGA-D5-6931,0.5523
ROS1,TCGA-D5-6931,1.2105
SMAD4,TCGA-D5-6931,0.5776
TCF7L2,TCGA-D5-6931,-0.434
TNC,TCGA-D5-6931,1.2499
TP53,TCGA-D5-6931,0.529
TRRAP,TCGA-D5-6931,1.0009
ZFHX3,TCGA-D5-6931,0.7478
ACVR2A,TCGA-D5-6932,0.2759
AKAP9,TCGA-D5-6932,0.2746
ANK1,TCGA-D5-6932,0.0526
APC,TCGA-D5-6932,-0.019
ARID1A,TCGA-D5-6932,0.3445
ATM,TCGA-D5-6932,0.6319
ATRX,TCGA-D5-6932,-0.7382
BCL9,TCGA-D5-6932,-0.0764
BCL9L,TCGA-D5-6932,0.8191
BCORL1,TCGA-D5-6932,0.4899
BIRC6,TCGA-D5-6932,1.0773
BRAF,TCGA-D5-6932,-0.6924
BRCA2,TCGA-D5-6932,1.5684
CARD11,TCGA-D5-6932,0.8792
CDH10,TCGA-D5-6932,-1.5957
CDH4,TCGA-D5-6932,-0.0072
CNTNAP2,TCGA-D5-6932,0.097
CREBBP,TCGA-D5-6932,0.66
CSMD3,TCGA-D5-6932,-1.1649
CTNNA2,TCGA-D5-6932,-0.3896
DCC,TCGA-D5-6932,-1.7203
ERBB4,TCGA-D5-6932,-1.258
FAM123B,TCGA-D5-6932,-0.3884
FAM47C,TCGA-D5-6932,-1.3237
FAT1,TCGA-D5-6932,0.6188
FAT3,TCGA-D5-6932,0.5665
FAT4,TCGA-D5-6932,0.2935
FBXW7,TCGA-D5-6932,-0.0807
GRIN2A,TCGA-D5-6932,-0.0934
KRAS,TCGA-D5-6932,-1.2801
LRP1B,TCGA-D5-6932,0.423
MLL3,TCGA-D5-6932,-0.215
MLL4,TCGA-D5-6932,0.8027
MUC16,TCGA-D5-6932,-1.0807
MYH11,TCGA-D5-6932,0.9963
NBEA,TCGA-D5-6932,-0.0493
PIK3CA,TCGA-D5-6932,-0.0984
PREX2,TCGA-D5-6932,0.4209
PTPN13,TCGA-D5-6932,1.1441
PTPRT,TCGA-D5-6932,0.4192
RNF213,TCGA-D5-6932,0.3545
RNF43,TCGA-D5-6932,0.6621
ROBO2,TCGA-D5-6932,0.1656
ROS1,TCGA-D5-6932,-1.3388
SMAD4,TCGA-D5-6932,-3.8683
TCF7L2,TCGA-D5-6932,-0.614
TNC,TCGA-D5-6932,1.051
TP53,TCGA-D5-6932,0.8683
TRRAP,TCGA-D5-6932,-0.2266
ZFHX3,TCGA-D5-6932,0.5086
ACVR2A,TCGA-D5-7000,-1.0064
AKAP9,TCGA-D5-7000,1.213
ANK1,TCGA-D5-7000,0.9851
APC,TCGA-D5-7000,0.9531
ARID1A,TCGA-D5-7000,0.7113
ATM,TCGA-D5-7000,0.4317
ATRX,TCGA-D5-7000,1.0708
BCL9,TCGA-D5-7000,-1.4577
BCL9L,TCGA-D5-7000,0.6362
BCORL1,TCGA-D5-7000,1.0657
BIRC6,TCGA-D5-7000,1.404
BRAF,TCGA-D5-7000,0.6121
BRCA2,TCGA-D5-7000,0.4493
CARD11,TCGA-D5-7000,-0.3911
CDH10,TCGA-D5-7000,-1.5957
CDH4,TCGA-D5-7000,0.1268
CNTNAP2,TCGA-D5-7000,0.9239
CREBBP,TCGA-D5-7000,0.3433
CSMD3,TCGA-D5-7000,-0.6583
CTNNA2,TCGA-D5-7000,-1.2877
DCC,TCGA-D5-7000,-0.5781
ERBB4,TCGA-D5-7000,-0.6983
FAM123B,TCGA-D5-7000,1.0061
FAM47C,TCGA-D5-7000,-1.3237
FAT1,TCGA-D5-7000,0.9644
FAT3,TCGA-D5-7000,0.0583
FAT4,TCGA-D5-7000,0.7551
FBXW7,TCGA-D5-7000,0.578
GRIN2A,TCGA-D5-7000,-0.6516
KRAS,TCGA-D5-7000,0.9144
LRP1B,TCGA-D5-7000,-1.1856
MLL3,TCGA-D5-7000,1.5389
MLL4,TCGA-D5-7000,0.1637
MUC16,TCGA-D5-7000,-0.4451
MYH11,TCGA-D5-7000,1.0122
NBEA,TCGA-D5-7000,-0.2454
PIK3CA,TCGA-D5-7000,0.4584
PREX2,TCGA-D5-7000,0.9555
PTPN13,TCGA-D5-7000,1.444
PTPRT,TCGA-D5-7000,-0.4559
RNF213,TCGA-D5-7000,1.1826
RNF43,TCGA-D5-7000,-0.1703
ROBO2,TCGA-D5-7000,0.6497
ROS1,TCGA-D5-7000,-0.6307
SMAD4,TCGA-D5-7000,0.7247
TCF7L2,TCGA-D5-7000,0.8073
TNC,TCGA-D5-7000,1.4032
TP53,TCGA-D5-7000,0.3815
TRRAP,TCGA-D5-7000,1.6518
ZFHX3,TCGA-D5-7000,0.9865
ACVR2A,TCGA-DM-A0X9,-0.7835
AKAP9,TCGA-DM-A0X9,-0.1335
ANK1,TCGA-DM-A0X9,-0.0861
APC,TCGA-DM-A0X9,-0.3746
ARID1A,TCGA-DM-A0X9,0.6035
ATM,TCGA-DM-A0X9,0.1081
ATRX,TCGA-DM-A0X9,0.9015
BCL9,TCGA-DM-A0X9,1.1427
BCL9L,TCGA-DM-A0X9,-0.4876
BCORL1,TCGA-DM-A0X9,0.1397
BIRC6,TCGA-DM-A0X9,0.3996
BRAF,TCGA-DM-A0X9,-0.5457
BRCA2,TCGA-DM-A0X9,0.2945
CARD11,TCGA-DM-A0X9,0.7094
CDH10,TCGA-DM-A0X9,-1.5957
CDH4,TCGA-DM-A0X9,-0.8921
CNTNAP2,TCGA-DM-A0X9,1.1212
CREBBP,TCGA-DM-A0X9,-0.3435
CSMD3,TCGA-DM-A0X9,-1.1649
CTNNA2,TCGA-DM-A0X9,0.1427
DCC,TCGA-DM-A0X9,1.1168
ERBB4,TCGA-DM-A0X9,-1.258
FAM123B,TCGA-DM-A0X9,1.6725
FAM47C,TCGA-DM-A0X9,-1.3237
FAT1,TCGA-DM-A0X9,0.8161
FAT3,TCGA-DM-A0X9,-0.532
FAT4,TCGA-DM-A0X9,0.0733
FBXW7,TCGA-DM-A0X9,0.3161
GRIN2A,TCGA-DM-A0X9,-1.3662
KRAS,TCGA-DM-A0X9,0.1491
LRP1B,TCGA-DM-A0X9,-1.1856
MLL3,TCGA-DM-A0X9,-0.2637
MLL4,TCGA-DM-A0X9,1.8842
MUC16,TCGA-DM-A0X9,-0.7463
MYH11,TCGA-DM-A0X9,-0.4414
NBEA,TCGA-DM-A0X9,-0.7716
PIK3CA,TCGA-DM-A0X9,-0.8454
PREX2,TCGA-DM-A0X9,-0.2402
PTPN13,TCGA-DM-A0X9,0.5522
PTPRT,TCGA-DM-A0X9,-1.1921
RNF213,TCGA-DM-A0X9,-0.1905
RNF43,TCGA-DM-A0X9,0.0666
ROBO2,TCGA-DM-A0X9,0.3391
ROS1,TCGA-DM-A0X9,0.4869
SMAD4,TCGA-DM-A0X9,0.6042
TCF7L2,TCGA-DM-A0X9,-0.8815
TNC,TCGA-DM-A0X9,-0.8529
TP53,TCGA-DM-A0X9,0.754
TRRAP,TCGA-DM-A0X9,0.1918
ZFHX3,TCGA-DM-A0X9,-0.8603
ACVR2A,TCGA-DM-A0XD,-1.4017
AKAP9,TCGA-DM-A0XD,-1.8313
ANK1,TCGA-DM-A0XD,-0.445
APC,TCGA-DM-A0XD,0.1486
ARID1A,TCGA-DM-A0XD,-1.0943
ATM,TCGA-DM-A0XD,0.0305
ATRX,TCGA-DM-A0XD,0.5305
BCL9,TCGA-DM-A0XD,-1.7697
BCL9L,TCGA-DM-A0XD,-0.0162
BCORL1,TCGA-DM-A0XD,-0.0165
BIRC6,TCGA-DM-A0XD,-0.8873
BRAF,TCGA-DM-A0XD,-2.4581
BRCA2,TCGA-DM-A0XD,-0.4947
CARD11,TCGA-DM-A0XD,-1.4418
CDH10,TCGA-DM-A0XD,-1.5957
CDH4,TCGA-DM-A0XD,-1.3192
CNTNAP2,TCGA-DM-A0XD,0.4067
CREBBP,TCGA-DM-A0XD,-1.4285
CSMD3,TCGA-DM-A0XD,0.4487
CTNNA2,TCGA-DM-A0XD,-0.098
DCC,TCGA-DM-A0XD,-1.7203
ERBB4,TCGA-DM-A0XD,-1.258
FAM123B,TCGA-DM-A0XD,0.8425
FAM47C,TCGA-DM-A0XD,-1.3237
FAT1,TCGA-DM-A0XD,0.4396
FAT3,TCGA-DM-A0XD,-0.3602
FAT4,TCGA-DM-A0XD,-0.9436
FBXW7,TCGA-DM-A0XD,0.6097
GRIN2A,TCGA-DM-A0XD,-0.8933
KRAS,TCGA-DM-A0XD,0.2754
LRP1B,TCGA-DM-A0XD,-0.5879
MLL3,TCGA-DM-A0XD,-1.6829
MLL4,TCGA-DM-A0XD,-0.6187
MUC16,TCGA-DM-A0XD,1.8794
MYH11,TCGA-DM-A0XD,-0.7528
NBEA,TCGA-DM-A0XD,-1.1072
